taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,GTDB-Tk Domain,GTDB-Tk Phylum,GTDB-Tk Class,GTDB-Tk Order,GTDB-Tk Family,GTDB-Tk Genus,GTDB-Tk Species,GOLD Analysis Project ID,Award DOI,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Latitude,Longitude,Genome Size  * assembled,Gene Count  * assembled,CheckM2 Completeness,CheckM2 Contamination,ITS AP ID,ITS SP ID,,ITS AP ID - 90 Complete,Taxon-oid (no AP ID) - 90% 
2507262057,Bacteria,Permanent Draft,GLBRC,Enterobacteriaceae bacterium FGI 57,DOE Joint Genome Institute  (JGI),2507262057,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,Pseudocitrobacter corydidari,Ga0001636,10.46936/10.25585/60007468,Host-associated,Arthropoda: Insects,Unclassified,Unclassified,Unclassified,"Pipeline Road,  Panama",,,4762179,4548,100,0.06,1009417,1009416,,1002972,2634166238
2852840312,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ051 (Re-Annotation) (version 2),DOE Joint Genome Institute  (JGI),2852840312,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0423194,10.46936/10.25585/60000855,,,,,,,,,6260681,5912,100,0.69,1267981,1105613,,1002975,2785511301
2754412423,Bacteria,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA",Escherichia coli 334,DOE Joint Genome Institute  (JGI),2754412423,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Ga0213565,10.46936/10.25585/60001053,,,,,,,,,4538395,4444,100,0.15,1159401,1159415,,1002978,2708742962
2962921974,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 5955,DOE Joint Genome Institute  (JGI),2962921974,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Unclassified,Ga0532564,10.46936/10.25585/60001355,,,,,,,,,7924310,6783,100,0.25,1356974,1357639,,1002981,2711768330
641228480,Bacteria,Finished,WFO-LANL Proposal,Brucella canis ATCC 23365,DOE Joint Genome Institute  (JGI),641228480,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,Ga0027886,,Host-associated,Mammals,Unclassified,Unclassified,Unclassified,,,,3312769,3408,100,0.06,1378596,,,1002984,2515154113
2690315628,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Rhizobium sp. PDC82,DOE Joint Genome Institute  (JGI),2690315628,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum,Ga0115500,10.46936/10.25585/60000910,,,,,,,,,5582960,5320,100,0.15,1094049,1094158,,1002987,2626541795
2928706899,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium elkanii USDA 101,DOE Joint Genome Institute  (JGI),2928706899,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium elkanii,Ga0485075,10.46936/10.25585/60001079,Host-associated,Plants,Unclassified,Unclassified,Unclassified,,,,9857245,9745,100,5.56,1300875,1300985,,1002990,643692017
2811994881,Bacteria,Permanent Draft,Genome sequencing of plant associated microbes to promote plant fitness in Sorghum bicolor and Oryza sativa,Pseudomonas sp. SLBN-26,DOE Joint Genome Institute  (JGI),2811994881,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_F,Pseudomonas_F otitidis,Ga0314627,10.46936/10.25585/60001083,Host-associated,Plants,Unclassified,Roots,Unclassified,USA: California,38.5376,-121.7644,6298475,5851,100,0.02,1217905,1218028,,1002993,2713897363
2767802481,Bacteria,Permanent Draft,Genome sequencing of rice bacterial endophytes,Herbaspirillum seropedicae AG215,DOE Joint Genome Institute  (JGI),2767802481,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum,Herbaspirillum huttiense,Ga0222375,10.46936/10.25585/60001111,Host-associated,Plants,Unclassified,Unclassified,Unclassified,,,,5783094,5204,100,0.25,1162692,1162764,,1002996,2791354758
2757320379,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ331,DOE Joint Genome Institute  (JGI),2757320379,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0206024,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6027870,5480,100,0.48,1155602,1155729,,1002999,2724678916
2853467124,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ273 (Re-Annotation) (version 2),DOE Joint Genome Institute  (JGI),2853467124,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0423318,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6140016,5631,100,0.2,1268105,1139692,,1003002,2513237165
2838054893,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Variovorax guangxiensis 34/80,DOE Joint Genome Institute  (JGI),2838054893,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Variovorax,Variovorax guangxiensis,Ga0394393,10.46936/10.25585/60001079,Host-associated,Plants,Nodule,Roots,Unclassified,,,,7451788,7016,100,0.53,1244297,1244407,,1003005,2716884129
2528768092,Bacteria,Permanent Draft,Rhizosphere Grand Challenge Single Cell Sequencing,Ralstonia sp. JGI 0001001-B07 (unscreened),DOE Joint Genome Institute  (JGI),2528768092,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii_B,Ga0002247,10.46936/10.25585/60001412,,,,,,,,,5444360,5256,100,0.75,1011523,1011522,,1003008,2626541789
2602042104,Bacteria,Permanent Draft,Comparative genomics of bacterial root endophytes of switchgrass collected from native prairies over two seasons,Klebsiella sp. NFIX26,DOE Joint Genome Institute  (JGI),2602042104,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,Ga0059050,10.46936/10.25585/60000672,Host-associated,Plants,Rhizoplane,Roots,Endophytes,,36.6844,-98.2026,5281639,5071,100,0.05,1049812,1049811,,1003011,2820065746
2875892803,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ321 (Re-Annotation) (version 2),DOE Joint Genome Institute  (JGI),2875892803,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0423366,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6018262,5748,100,0.46,1268153,1155726,,1003014,2710264522
2667527447,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Aequorivita viscosa CGMCC 1.11023,DOE Joint Genome Institute  (JGI),2667527447,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita viscosa,Ga0079842,10.46936/10.25585/60001401,,,,,,,,,3535532,3168,100,0.05,1076167,1076334,,1003017,2716884154
2963474935,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 87898,DOE Joint Genome Institute  (JGI),2963474935,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus,Ga0534946,10.46936/10.25585/60001355,,,,,,,,,7226925,6321,100,0,1359807,1360811,,1003020,2626541842
2984407380,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Paraburkholderia youngii JPY403,DOE Joint Genome Institute  (JGI),2984407380,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia youngii,Ga0537080,10.46936/10.25585/60001079,,,,,,,,,9259621,8664,100,1.76,1376113,1250738,,1003023,2710264700
2963369651,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 87863,DOE Joint Genome Institute  (JGI),2963369651,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anulatus,Ga0534923,10.46936/10.25585/60001355,,,,,,,,,8635599,7614,100,0.27,1359761,1360788,,1003026,2785511009
2926315868,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Paenibacillus mucilaginosus CC578,DOE Joint Genome Institute  (JGI),2926315868,Bacteria,Bacillota,Bacilli,Paenibacillales,NBRC-103111,Paenibacillus_G,Paenibacillus_G mucilaginosus,Ga0466906,10.46936/10.25585/60001066,Environmental,Terrestrial,Unclassified,Soil,Unclassified,,,,8985665,7938,100,1.02,1285568,1285682,,1003029,2582580679
648028060,Bacteria,Finished,DOEM_782007,Thermoanaerobacterium thermosaccharolyticum DSM 571,DOE Joint Genome Institute  (JGI),648028060,Bacteria,Bacillota_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium thermosaccharolyticum,Ga0031175,,Environmental,Aquatic,Groundwater,Freshwater,Unclassified,,,,2785752,2830,100,0.33,1378396,,,1003032,2711768233
2663762770,Bacteria,Permanent Draft,Genome sequencing of a diverse group of Pseudomonas species,Pseudomonas panipatensis LMG 24738,DOE Joint Genome Institute  (JGI),2663762770,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas panipatensis,Ga0104674,10.46936/10.25585/60000812,,,,,,,,,5775530,5395,100,0.05,1090640,1090727,,1003035,2626541966
2951629530,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 020597,DOE Joint Genome Institute  (JGI),2951629530,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Unclassified,Ga0526784,10.46936/10.25585/60001355,,,,,,,,,9010950,8112,100,0.24,1350564,1351937,,1003038,2516493006
2690315635,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Variovorax sp. OK212,DOE Joint Genome Institute  (JGI),2690315635,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Variovorax,Variovorax sp900112425,Ga0115516,10.46936/10.25585/60000910,,,,,,,,,8802773,8100,100,2.83,1094081,1094174,,1003041,2711768792
2675903042,Bacteria,Permanent Draft,"Active sludge and wastewater microbial communities from Klosterneuburg, Austria",Nitrosomonas sp. 33 Nm33,DOE Joint Genome Institute  (JGI),2675903042,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp900107265,Ga0111709,10.46936/10.25585/60000917,,,,,,"Hamburg, Germany",53.5586,9.8611,3233933,3144,100,0.12,1098046,1098111,,1003044,2721755246
2939453919,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 046797,DOE Joint Genome Institute  (JGI),2939453919,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Unclassified,Ga0498559,10.46936/10.25585/60001355,,,,,,,,,7633325,6862,100,0,1316727,1317349,,1003047,2626542067
2757320445,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Acidovorax sp. OV235,DOE Joint Genome Institute  (JGI),2757320445,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Acidovorax,Unclassified,Ga0215733,10.46936/10.25585/60000910,Host-associated,Plants,Unclassified,Unclassified,Unclassified,,,,6984668,6528,100,0.64,1163445,1163628,,1003050,2791354782
2788499842,Bacteria,Permanent Draft,Genomic analyses of the natural microbiome of Caenorhabditis elegans,Raoultella sp. BIGb0149,DOE Joint Genome Institute  (JGI),2788499842,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella terrigena,Ga0304798,10.46936/10.25585/60001123,Host-associated,Invertebrates,Unclassified,Nematoda,Unclassified,,,,5622012,5396,100,0.25,1188903,1189001,,1003053,2721755239
